"","id","Place","desc","coords"
"5617",874334,"Arabia, Arabia (region in Mesopotamia) ","Some texts of the late Roman Empire use the name ""Arabia"" for a region in Mesopotamia. The sources and scholarly speculation about origins of the name and the location of the reason are summarized by Dillemann. In BAtlas, T. Sinclair identifies this Arabia with ""Tektek Dağ and district of Viranşehir.""","[39.3178834, 37.1654171]"
"5618",874341,"Artakene ","An ancient Mesopotamian city located between the two Zab rivers (modern Erbel/Erbil in Iraq).","[44.0108596, 36.1901948]"
"5619",874341,"Arbil, Arbila ","An ancient Mesopotamian city located between the two Zab rivers (modern Erbel/Erbil in Iraq).","[44.0108596, 36.1901948]"
"5620",874341,"Alexandriana ","An ancient Mesopotamian city located between the two Zab rivers (modern Erbel/Erbil in Iraq).","[44.0108596, 36.1901948]"
"5621",874341,"Alexandreia, Alexandreia in Mygdonia, Alexandreia Mykdonikē, Alexandreia Mykdonike ","An ancient Mesopotamian city located between the two Zab rivers (modern Erbel/Erbil in Iraq).","[44.0108596, 36.1901948]"
"5622",874341,"Arbela, Arbela/Arba-ilu ","An ancient Mesopotamian city located between the two Zab rivers (modern Erbel/Erbil in Iraq).","[44.0108596, 36.1901948]"
"5623",874341,"Artakene ","An ancient Mesopotamian city located between the two Zab rivers (modern Erbel/Erbil in Iraq).","[44.0108596, 36.1901948]"
"5624",874341,"Arbil, Arbila ","An ancient Mesopotamian city located between the two Zab rivers (modern Erbel/Erbil in Iraq).","[44.0108596, 36.1901948]"
"5625",874341,"Alexandriana ","An ancient Mesopotamian city located between the two Zab rivers (modern Erbel/Erbil in Iraq).","[44.0108596, 36.1901948]"
"5626",874341,"Alexandreia, Alexandreia in Mygdonia, Alexandreia Mykdonikē, Alexandreia Mykdonike ","An ancient Mesopotamian city located between the two Zab rivers (modern Erbel/Erbil in Iraq).","[44.0108596, 36.1901948]"
"5627",874341,"Arbela, Arbela/Arba-ilu ","An ancient Mesopotamian city located between the two Zab rivers (modern Erbel/Erbil in Iraq).","[44.0108596, 36.1901948]"
"5628",874341,"Artakene ","An ancient Mesopotamian city located between the two Zab rivers (modern Erbel/Erbil in Iraq).","[44.0108596, 36.1901948]"
"5629",874341,"Arbil, Arbila ","An ancient Mesopotamian city located between the two Zab rivers (modern Erbel/Erbil in Iraq).","[44.0108596, 36.1901948]"
"5630",874341,"Alexandriana ","An ancient Mesopotamian city located between the two Zab rivers (modern Erbel/Erbil in Iraq).","[44.0108596, 36.1901948]"
"5631",874341,"Alexandreia, Alexandreia in Mygdonia, Alexandreia Mykdonikē, Alexandreia Mykdonike ","An ancient Mesopotamian city located between the two Zab rivers (modern Erbel/Erbil in Iraq).","[44.0108596, 36.1901948]"
"5632",874341,"Arbela, Arbela/Arba-ilu ","An ancient Mesopotamian city located between the two Zab rivers (modern Erbel/Erbil in Iraq).","[44.0108596, 36.1901948]"
"5633",874341,"Artakene ","An ancient Mesopotamian city located between the two Zab rivers (modern Erbel/Erbil in Iraq).","[44.0108596, 36.1901948]"
"5634",874341,"Arbil, Arbila ","An ancient Mesopotamian city located between the two Zab rivers (modern Erbel/Erbil in Iraq).","[44.0108596, 36.1901948]"
"5635",874341,"Alexandriana ","An ancient Mesopotamian city located between the two Zab rivers (modern Erbel/Erbil in Iraq).","[44.0108596, 36.1901948]"
"5636",874341,"Alexandreia, Alexandreia in Mygdonia, Alexandreia Mykdonikē, Alexandreia Mykdonike ","An ancient Mesopotamian city located between the two Zab rivers (modern Erbel/Erbil in Iraq).","[44.0108596, 36.1901948]"
"5637",874341,"Arbela, Arbela/Arba-ilu ","An ancient Mesopotamian city located between the two Zab rivers (modern Erbel/Erbil in Iraq).","[44.0108596, 36.1901948]"
"5638",874341,"Artakene ","An ancient Mesopotamian city located between the two Zab rivers (modern Erbel/Erbil in Iraq).","[44.0108596, 36.1901948]"
"5639",874341,"Arbil, Arbila ","An ancient Mesopotamian city located between the two Zab rivers (modern Erbel/Erbil in Iraq).","[44.0108596, 36.1901948]"
"5640",874341,"Alexandriana ","An ancient Mesopotamian city located between the two Zab rivers (modern Erbel/Erbil in Iraq).","[44.0108596, 36.1901948]"
"5641",874341,"Alexandreia, Alexandreia in Mygdonia, Alexandreia Mykdonikē, Alexandreia Mykdonike ","An ancient Mesopotamian city located between the two Zab rivers (modern Erbel/Erbil in Iraq).","[44.0108596, 36.1901948]"
"5642",874341,"Arbela, Arbela/Arba-ilu ","An ancient Mesopotamian city located between the two Zab rivers (modern Erbel/Erbil in Iraq).","[44.0108596, 36.1901948]"
"5643",874348,"Baras ","An ancient place, cited: BAtlas 89 C2 *Arkathiokerta/‘Artagigarta’/Baras/Basileon Phrourion/Ingila","[40.083666, 38.256611]"
"5644",874348,"Artagigarta ","An ancient place, cited: BAtlas 89 C2 *Arkathiokerta/‘Artagigarta’/Baras/Basileon Phrourion/Ingila","[40.083666, 38.256611]"
"5645",874348,"Baras ","An ancient place, cited: BAtlas 89 C2 *Arkathiokerta/‘Artagigarta’/Baras/Basileon Phrourion/Ingila","[40.083666, 38.256611]"
"5646",874348,"Artagigarta ","An ancient place, cited: BAtlas 89 C2 *Arkathiokerta/‘Artagigarta’/Baras/Basileon Phrourion/Ingila","[40.083666, 38.256611]"
"5647",874350,"Armenia, Armenia (region) ","A plateau region between the Black and Caspian Seas.","[40.0, 39.0]"
"5648",874358,"Arsissa, Arsissa/Aretissa (lake) ","An ancient place, cited: BAtlas 89 F2 Arsissa/Aretissa L.","[43.5850221, 38.729238]"
"5649",874360,"Artales ","An ancient place, cited: BAtlas 89 C1 *Artales/*Arda?","[40.349658, 39.312094]"
"5650",874361,"Artaxáta, Artashat, Artaxata, Artaxisaton, Artaxisatōn ","An ancient city located on and around the hills known today as Khor Virap. This location is near the Armenian village of Lusarat, which is about 8 km south of modern Artashat.","[44.5812475, 39.8825404]"
"5651",874362,"Artamet, Artamid ","Edremit is a modern settlement and associated administrative region in the Van Province in the southeast of Turkey. In the vicinity, several inscriptions on rock and stone of the Urartian king Minua (9th / 8th century BCE) have been found which report the construction of the 'Canal of Minua'. In Greek and Roman times, Ptolemy gives the name ""Artemita"" for a settlement that modern scholars believe was located at Edremit.","[43.2564908, 38.4153838]"
"5652",874362,"Sarmansuyu ","Edremit is a modern settlement and associated administrative region in the Van Province in the southeast of Turkey. In the vicinity, several inscriptions on rock and stone of the Urartian king Minua (9th / 8th century BCE) have been found which report the construction of the 'Canal of Minua'. In Greek and Roman times, Ptolemy gives the name ""Artemita"" for a settlement that modern scholars believe was located at Edremit.","[43.2564908, 38.4153838]"
"5653",874362,"Artamet, Artamid ","Edremit is a modern settlement and associated administrative region in the Van Province in the southeast of Turkey. In the vicinity, several inscriptions on rock and stone of the Urartian king Minua (9th / 8th century BCE) have been found which report the construction of the 'Canal of Minua'. In Greek and Roman times, Ptolemy gives the name ""Artemita"" for a settlement that modern scholars believe was located at Edremit.","[43.2564908, 38.4153838]"
"5654",874362,"Sarmansuyu ","Edremit is a modern settlement and associated administrative region in the Van Province in the southeast of Turkey. In the vicinity, several inscriptions on rock and stone of the Urartian king Minua (9th / 8th century BCE) have been found which report the construction of the 'Canal of Minua'. In Greek and Roman times, Ptolemy gives the name ""Artemita"" for a settlement that modern scholars believe was located at Edremit.","[43.2564908, 38.4153838]"
"5655",874372,"Attachas ","An ancient place, cited: BAtlas 89 C2 Attachas","[40.752181, 38.347032]"
"5656",874375,"Sagouana ","An ancient place, cited: BAtlas 89 F1 Bagauna/‘Sagouana’","[43.519713, 39.603879]"
"5657",874378,"Balabitene ","An ancient place, cited: BAtlas 89 B2 Balabitene","[39.937191794931714, 38.7912356593566]"
"5658",874379,"Balad, Balad/Shahrabadh ","An ancient place, cited: BAtlas 89 E4 Balad/Shahrabadh","[42.7380187, 36.5097838]"
"5659",874380,"Balajuk tepe ","An ancient place, cited: BAtlas 89 G3 Balajuk tepe","[44.952336, 37.619676]"
"5660",874383,"Balisbiga, Balisbiga/Baioulous ","An ancient place, cited: BAtlas 89 B2 Balisbiga/Baioulous","[39.952527, 38.705472]"
"5661",874387,"Baranduz tepe ","An ancient place, cited: BAtlas 89 H3 Baranduz tepe","[45.07565, 37.448769]"
"5662",874388,"Barantea ","An ancient place, cited: BAtlas 89 E1 Barantea","[42.146495, 40.054173]"
"5663",874390,"Barbare, Barabeta ","An ancient place, cited: BAtlas 89 B3 Barbare","[39.29477, 37.257887]"
"5664",874391,"Barsalium, Barzala ","An ancient place, cited: BAtlas 89 B2 Barsalium","[39.196718, 38.088118]"
"5665",874392,"Barun Qal'eh ","An ancient place, cited: BAtlas 89 G1 Barun Qal'eh","[44.49673, 39.220134]"
"5666",874404,"Leontopolis ","An ancient place, cited: BAtlas 89 C1 Bizana/Leontopolis","[40.221285, 39.613059]"
"5667",874429,"Coissa ","An ancient place, cited: BAtlas 89 C2 Coissa","[40.065888, 38.145754]"
"5668",874430,"Colchana ","An ancient place, cited: BAtlas 89 D3 Colchana","[41.100017, 37.986638]"
"5669",874431,"Colchion ","An ancient place, cited: BAtlas 89 F1 Colchion","[43.056666, 39.721666]"
"5670",874432,"Colchis ","An ancient place, cited: BAtlas 89 B2 Colchis","[39.228819, 38.52585]"
"5671",874432,"Colchis ","An ancient place, cited: BAtlas 89 B2 Colchis","[39.228819, 38.52585]"
"5672",874432,"Colchis ","An ancient place, cited: BAtlas 89 B2 Colchis","[39.228819, 38.52585]"
"5673",874432,"Colchis ","An ancient place, cited: BAtlas 89 B2 Colchis","[39.228819, 38.52585]"
"5674",874438,"Barej ","An ancient place, cited: BAtlas 89 E2 Cymiza/*Balaleisa/‘Balouos’","[42.1083064, 38.4017779]"
"5675",874438,"Balaleisa, Balouos, Balesh, Balalesh, Balaleisōn, Balaleison ","An ancient place, cited: BAtlas 89 E2 Cymiza/*Balaleisa/‘Balouos’","[42.1083064, 38.4017779]"
"5676",874438,"Barej ","An ancient place, cited: BAtlas 89 E2 Cymiza/*Balaleisa/‘Balouos’","[42.1083064, 38.4017779]"
"5677",874438,"Balaleisa, Balouos, Balesh, Balalesh, Balaleisōn, Balaleison ","An ancient place, cited: BAtlas 89 E2 Cymiza/*Balaleisa/‘Balouos’","[42.1083064, 38.4017779]"
"5678",874478,"Gaugamela ","An ancient place, cited: BAtlas 89 F4 Gaugamela","[43.494324, 36.573315]"
"5679",874488,"Gordyene, Gordyene/Corduena ","Gordyene/Corduena was an ancient region of northern Mesopotamia.","[41.927137102475385, 37.740523815736736]"
"5680",874488,"Corduena ","Gordyene/Corduena was an ancient region of northern Mesopotamia.","[41.927137102475385, 37.740523815736736]"
"5681",874488,"Gordyene, Gordyene/Corduena ","Gordyene/Corduena was an ancient region of northern Mesopotamia.","[41.927137102475385, 37.740523815736736]"
"5682",874488,"Corduena ","Gordyene/Corduena was an ancient region of northern Mesopotamia.","[41.927137102475385, 37.740523815736736]"
"5683",874545,"Kentrites, Kentritēs, Kentrites/Tigris/Zirmas (river) ","The modern Botan River in Turkey. It is a tributary of the Tigris River.","[42.9836244, 37.9188693]"
"5684",874545,"Tigris ","The modern Botan River in Turkey. It is a tributary of the Tigris River.","[42.9836244, 37.9188693]"
"5685",874545,"Kentrites, Kentritēs, Kentrites/Tigris/Zirmas (river) ","The modern Botan River in Turkey. It is a tributary of the Tigris River.","[42.9836244, 37.9188693]"
"5686",874545,"Tigris ","The modern Botan River in Turkey. It is a tributary of the Tigris River.","[42.9836244, 37.9188693]"
"5687",874559,"Corvilu ","An ancient place, cited: BAtlas 89 B2 Korra/Corvilu","[39.53669, 38.498127]"
"5688",874565,"Lesser Khabur R. ","An ancient place, cited: BAtlas 89 E3 Lesser Khabur R.","[42.0, 37.0]"
"5689",874572,"Tiberioupolis ","An ancient place, cited: BAtlas 89 C3 Mac(h)arta/Tiberioupolis/Monokarton","[40.586111, 37.193888]"
"5690",874593,"Lake Urmia ","A salt lake located in what is now Iran, Lake Urmia was, at its greatest extent, the sixth-largest saltwater lake on Earth. It once covered an area of approximately 5,200 square kilometers (2,000 sq. miles) and measured 140 km (87 mi) by 55 km (34 mi). The lake continues to shrink in area due to persistent drought.","[45.5393386, 37.4311611]"
"5691",874593,"Lake Urmia ","A salt lake located in what is now Iran, Lake Urmia was, at its greatest extent, the sixth-largest saltwater lake on Earth. It once covered an area of approximately 5,200 square kilometers (2,000 sq. miles) and measured 140 km (87 mi) by 55 km (34 mi). The lake continues to shrink in area due to persistent drought.","[45.5393386, 37.4311611]"
"5692",874593,"Lake Urmia ","A salt lake located in what is now Iran, Lake Urmia was, at its greatest extent, the sixth-largest saltwater lake on Earth. It once covered an area of approximately 5,200 square kilometers (2,000 sq. miles) and measured 140 km (87 mi) by 55 km (34 mi). The lake continues to shrink in area due to persistent drought.","[45.5393386, 37.4311611]"
"5693",874593,"Lake Urmia ","A salt lake located in what is now Iran, Lake Urmia was, at its greatest extent, the sixth-largest saltwater lake on Earth. It once covered an area of approximately 5,200 square kilometers (2,000 sq. miles) and measured 140 km (87 mi) by 55 km (34 mi). The lake continues to shrink in area due to persistent drought.","[45.5393386, 37.4311611]"
"5694",874597,"Atrapatene, Atropátios Media ","An ancient place, cited: BAtlas 89 H2 Media Atropatene","[47.56186350247164, 37.42334285745532]"
"5695",874597,"Media Atropatene, Media Minor ","An ancient place, cited: BAtlas 89 H2 Media Atropatene","[47.56186350247164, 37.42334285745532]"
"5696",874597,"Atrapatene, Atropátios Media ","An ancient place, cited: BAtlas 89 H2 Media Atropatene","[47.56186350247164, 37.42334285745532]"
"5697",874597,"Media Atropatene, Media Minor ","An ancient place, cited: BAtlas 89 H2 Media Atropatene","[47.56186350247164, 37.42334285745532]"
"5698",874602,"Mesopotamia, Mesopotamia (region) ","An important region surrounding the Tigris–Euphrates river system, in the northern part of the Fertile Crescent, roughly corresponding to most of modern Iraq and Kuwait, eastern Syria, and Southeastern Turkey. Mesopotamia was a critical part of many empires and kingdoms, including the Sumerians, Akkadians, Assyrians, Babylonians, the Achaemenids, Alexander the Great, and the Seleucids. It was also a site of intense conflict between the Roman, Parthian, and Sassanid Empires until the 7th century Muslim conquest.","[39.48934361008717, 37.99227079015358]"
"5699",874614,"Mygdonia ","A plain in Mesopotamia surrounding Nisibis. Alexander the Great settled Macedonian veterans here.","[40.678152071862534, 36.95979291646124]"
"5700",874622,"Niphates, Niphates (mountain) ","A mountain range in Armenia, belonging to the eastern Taurus massif.","[43.539269523145535, 38.21736780130512]"
"5701",874623,"Antiochia ","Nisibis/Antiochia was an ancient city of Mesopotamia that began as part of an Aramaean kingdom that the Assyrian king Adad-Nirari II captured in 896 BC. Following its capture by Alexander the Great, the city became Antiochia Mygdonia under the Seleucids.","[41.215055, 37.067234]"
"5702",874623,"Nisibis, Nisibis/Antiochia ","Nisibis/Antiochia was an ancient city of Mesopotamia that began as part of an Aramaean kingdom that the Assyrian king Adad-Nirari II captured in 896 BC. Following its capture by Alexander the Great, the city became Antiochia Mygdonia under the Seleucids.","[41.215055, 37.067234]"
"5703",874623,"Antiochia ","Nisibis/Antiochia was an ancient city of Mesopotamia that began as part of an Aramaean kingdom that the Assyrian king Adad-Nirari II captured in 896 BC. Following its capture by Alexander the Great, the city became Antiochia Mygdonia under the Seleucids.","[41.215055, 37.067234]"
"5704",874623,"Antiochia ","Nisibis/Antiochia was an ancient city of Mesopotamia that began as part of an Aramaean kingdom that the Assyrian king Adad-Nirari II captured in 896 BC. Following its capture by Alexander the Great, the city became Antiochia Mygdonia under the Seleucids.","[41.215055, 37.067234]"
